Compound,ICSD#,Lattice,Pearson,Ncell,Eg,Efitg,me,mh,hPni/L,Pn1/L,Pn2/L,Pn3/L,hPpi/L,Pp1/L,Pp2/L,Pp3/L
Mo1Na2O4,44523,fcc,cF56,14,4.28,6.68,15.19,4.64,11.43,11.43,11.43,11.43,15.18,15.18,15.18,15.18
Mo1Na4O5,411635,tri(1b),aP40,40,2.83,4.72,4.75,16.70,10.84,8.64,11.22,12.66,10.88,3.28,4.32,25.03
Mo1O3Tl0.33,62690,mclc(1),mS52,26,0.75,1.92,0.61,0.31,13.37,0.45,7.08,32.60,6.15,0.01,0.36,18.07
Mo1O3,80577,mcl,mP8,8,1.83,3.37,3.67,4.90,1.29,0.00,1.16,2.69,1.60,0.02,1.83,2.95
Mo1O4Tl2,280056,hex,hP14,14,3.22,5.25,1.38,3.18,4.46,2.76,3.62,7.00,3.64,2.84,3.29,4.78
Mo1O4Tl2,280608,mclc(1),mS28,14,3.36,5.44,1.07,1.42,4.01,1.69,4.32,6.02,5.26,3.81,5.04,6.94
Mo1O4Zn1,17030,tri(1b),aP36,36,3.66,5.85,3.26,7.88,10.08,6.82,7.58,15.85,19.19,18.32,18.80,20.44
Mo1O5P1,24894,tet,tP14,14,0.81,2.01,37.21,7.11,9.47,5.92,11.25,11.25,6.97,2.62,9.14,9.14
Mo1O5Pb2,29270,mclc(1),mS32,16,2.86,4.77,1.25,2.47,2.77,1.64,2.90,3.77,2.86,1.19,3.49,3.89
Mo1O6Sr2Zn1,28602,fcc,cF40,10,2.17,3.83,1.68,2.31,3.48,3.48,3.48,3.48,6.32,6.32,6.32,6.32
Mo1O7P2,202810,cub,cP40,40,0.86,2.07,2.80,7.95,34.88,32.60,33.96,38.07,20.50,19.61,20.75,21.14
Mo1O7Te2,73,mcl,mP40,40,2.78,4.66,3.76,3.91,14.69,11.66,11.73,20.68,8.99,6.28,7.78,12.90
Mo1Si2,71503,hex,hP9,9,0.29,1.30,0.51,0.57,1.76,0.38,0.91,3.99,0.61,0.42,0.52,0.89
Mo2O12Y5,60957,mclc(1),mS38,19,0.08,1.02,1.65,3.26,3.56,0.65,3.82,6.23,5.83,2.08,7.53,7.89
Mo2O8Sc1Tl1,250340,hex,hP12,12,3.53,5.67,1.78,6.26,4.42,0.45,5.45,7.36,10.61,7.60,9.31,14.93
Mo2O8Zr1,280433,mclc(1),mS22,11,3.09,5.08,1.27,3.77,3.28,0.20,2.48,7.16,7.77,4.82,7.95,10.53
Mo2O8Zr1,98167,orc,oP22,22,3.06,5.03,0.92,4.06,2.36,1.64,2.58,2.86,10.71,7.99,8.32,15.83
Mo2O9Zn3,401828,mcl,mP28,28,3.32,5.39,10.70,2.06,6.54,2.76,2.86,14.01,5.03,0.56,6.80,7.72
Mo3O14P2Sr1,74938,mcl,mP40,40,0.89,2.11,3.67,29.81,7.36,5.81,7.90,8.35,6.94,0.13,3.70,16.98
Mo4N14Sr10,413932,tri(1b),aP28,28,1.39,2.79,1.42,6.13,4.99,3.21,4.83,6.94,4.55,0.46,5.87,7.31
N10Si7Sr1,154166,mcl,mP36,36,3.92,6.20,0.46,2.69,1.47,0.39,0.84,3.18,7.30,1.15,9.91,10.86
N12P6S1Zn4,76440,bcc,cI46,23,4.57,7.07,1.04,3.58,11.55,11.55,11.55,11.57,14.34,14.10,14.28,14.65
N18W1,413860,hex,hP38,38,1.88,3.44,6.22,21.24,16.63,7.01,8.79,34.07,20.75,4.30,4.55,53.39
N1Na5O4W1,74934,orcc,oS44,22,3.10,5.09,0.69,8.92,3.88,2.77,4.11,4.75,11.28,8.36,9.67,15.80
N1Nb1O1,1031,mcl,mP12,12,1.75,3.27,1.09,4.41,2.40,0.85,1.56,4.78,4.51,3.36,3.49,6.66
N1O1Ta1,1032,mcl,mP12,12,2.09,3.74,0.95,3.24,0.72,0.39,0.67,1.10,8.27,3.15,10.22,11.45
N1O1Ta1,173004,mclc(1),mS24,12,2.42,4.17,3.16,1.01,2.28,0.81,2.40,3.62,4.48,2.22,3.70,7.53
N1O3Tl1,1818,orc,oP40,40,2.82,4.72,3.44,5.53,16.02,11.91,13.30,22.85,10.04,5.85,10.72,13.54
N1Y1,37413,fcc,cF8,2,0.15,1.11,0.26,0.56,0.11,0.11,0.11,0.11,0.21,0.21,0.21,0.21
N24O2P12Zn8,417324,bcc,cI46,23,3.44,5.55,0.84,4.34,5.39,5.39,5.39,5.39,13.34,13.34,13.34,13.34
N2O12Se3,78900,mclc(1),mS68,34,0.96,2.21,27.61,48.98,5.79,1.74,7.02,8.62,7.67,2.70,6.49,13.83
N2O1,22397,cub,cP12,12,3.33,5.41,5.39,4.44,11.37,11.37,11.37,11.37,6.16,6.16,6.16,6.16
N2O2S2Se1,69978,mclc(1),mS28,14,1.81,3.35,3.10,2.56,6.65,0.39,8.86,10.69,3.33,1.41,2.92,5.67
N2O3,66362,orc,oP20,20,1.05,2.33,7.92,12.01,6.90,6.14,7.16,7.39,10.86,2.03,14.25,16.29
N2O4,29047,bcc,cI36,18,2.83,4.72,5.99,3.28,7.28,7.24,7.29,7.30,8.16,8.13,8.17,8.19
N2O4,31175,bcc,cI36,18,0.97,2.21,10.17,6.01,8.33,8.33,8.33,8.33,8.72,8.72,8.72,8.72
N2O6Pb1,52350,cub,cP36,36,3.62,5.80,2.95,5.56,22.59,21.14,22.27,24.35,19.22,18.81,18.99,19.85
N2O6Sr1,35494,cub,cP36,36,3.71,5.91,8.74,5.71,20.97,20.97,20.97,20.97,21.42,21.42,21.42,21.43
N2O8Pb2Se1,60893,orc,oP26,26,2.48,4.25,10.47,102.13,6.53,0.91,4.27,14.39,10.51,5.66,8.03,17.85
N2Pb1S2,49539,orc,oP20,20,1.28,2.64,1.18,3.58,1.25,0.92,1.37,1.46,6.13,4.26,6.18,7.95
N2Si1Sr1,170266,mcl,mP16,16,2.83,4.73,0.42,2.20,0.38,0.26,0.37,0.50,3.81,1.82,2.25,7.35
N2Sr2Zn1,80376,bct(2),tI10,5,0.56,1.66,0.36,1.95,0.22,0.15,0.15,0.38,1.10,0.02,1.65,1.65
N2,15472,cub,cP8,8,7.35,10.82,2.42,11.56,5.38,5.20,5.35,5.59,10.27,9.19,9.81,11.82
N2,24891,tet,tP4,4,6.91,10.23,1.66,9.68,0.34,0.21,0.41,0.41,3.83,2.41,4.54,4.54
N2,24892,hex,hP4,4,7.00,10.34,2.51,8.84,2.04,1.02,1.65,3.44,1.86,0.97,1.01,3.59
N3Na1,1144,rhl(1),hR4,4,4.03,6.35,1.87,3.76,0.56,0.36,0.50,0.84,2.19,2.13,2.18,2.24
N3Rb1,16963,tet,tP4,4,3.75,5.97,0.75,3.32,0.34,0.23,0.40,0.40,2.61,1.71,3.06,3.06
N4Si3,97566,fcc,cF56,14,3.33,5.41,0.40,5.16,0.47,0.47,0.47,0.47,12.06,12.06,12.06,12.06
N4Si3,97567,bcc,cI28,14,4.03,6.35,0.94,1.68,4.46,4.46,4.46,4.46,19.12,18.96,19.06,19.33
N4Zr3,78945,orc,oP28,28,0.97,2.22,1.12,0.85,5.68,0.84,1.62,14.59,1.81,1.03,1.91,2.49
N4Zr3,97998,bcc,cI28,14,0.71,1.87,0.40,1.30,3.06,3.06,3.06,3.06,4.46,4.46,4.46,4.46
N5P3,56876,mclc(1),mS32,16,3.55,5.70,0.51,1.04,4.03,0.06,4.60,7.42,1.24,0.94,1.08,1.71
N5Ta3,16253,orcc,oS32,16,1.45,2.86,1.04,0.83,2.13,0.23,0.99,5.17,3.78,1.96,2.41,6.96
N6Sr1,30337,orcf(1),oF56,14,3.67,5.86,0.96,6.23,1.77,0.60,2.29,2.43,9.50,1.00,6.20,21.28
N8Si5Sr2,401500,orc,oP30,30,3.21,5.24,0.61,1.33,7.87,1.60,8.63,13.38,6.48,2.59,4.70,12.16
N9Sb1,413359,rhl(1),hR20,20,2.85,4.75,1.88,2.87,6.40,4.69,6.75,7.77,2.91,0.90,3.87,3.96
Na10P6Sn2,300189,mcl,mP36,36,0.24,1.24,0.43,3.23,1.29,0.89,1.32,1.67,7.37,3.06,7.59,11.46
Na1Nb1O3,23239,orc,oP40,40,2.35,4.08,0.57,3.87,13.63,3.93,8.29,28.66,25.45,24.09,25.26,27.00
Na1Nb1O3,23563,tet,tP10,10,1.86,3.42,2.58,6.92,2.97,1.82,1.82,5.27,3.96,2.47,2.47,6.96
Na1Nb1O3,28583,cub,cP5,5,1.83,3.39,2.91,9.94,2.12,1.45,2.44,2.47,2.79,2.55,2.71,3.12
Na1Nb1O3,28584,cub,cP5,5,1.83,3.38,2.91,9.64,2.68,2.42,2.79,2.84,2.84,2.78,2.86,2.88
Na1Nb1O3,28588,cub,cP5,5,1.83,3.39,1.48,8.12,2.57,2.57,2.58,2.58,2.50,2.46,2.49,2.56
Na1O2Sc1,25729,rhl(1),hR4,4,3.97,6.27,1.19,2.15,0.72,0.65,0.74,0.76,2.18,2.08,2.10,2.37
Na1O2Y1,2740,mclc(3),mS32,16,4.14,6.50,0.43,2.36,1.94,1.21,1.85,2.77,8.26,7.80,8.29,8.70
Na1O3Sb1,25540,fcc,cF80,20,1.47,2.90,0.29,2.98,0.24,0.24,0.24,0.24,10.89,10.89,10.89,10.89
Na1O3Sb1,78011,rhl(1),hR10,10,2.68,4.53,0.39,7.61,0.80,0.20,0.49,1.72,9.72,7.10,10.33,11.71
Na1O3Sb1,98978,orc,oP20,20,1.27,2.63,0.58,4.39,1.55,0.91,0.91,2.81,10.84,8.22,11.44,12.87
Na1O3Ta1,23322,tet,tP10,10,2.52,4.31,2.02,5.85,1.53,0.92,0.92,2.74,4.88,2.35,2.35,9.94
Na1O3Ta1,28615,cub,cP5,5,2.25,3.95,2.15,10.32,1.59,1.59,1.59,1.59,2.80,2.80,2.80,2.80
Na1O3Ta1,28617,cub,cP5,5,2.50,4.29,1.20,7.37,2.20,2.20,2.20,2.20,2.84,2.84,2.84,2.84
Na1O3Ta1,980,orc,oP20,20,2.72,4.58,0.53,3.85,4.57,2.69,3.07,7.96,9.31,5.96,7.97,13.99
Na1O4P1Zn1,87557,mcl,mP28,28,2.67,4.52,0.50,23.80,1.07,0.95,1.07,1.18,15.83,9.58,10.71,27.20
Na1O5P1Ti1,67538,mcl,mP32,32,3.25,5.30,4.03,3.00,11.19,2.19,7.27,24.09,24.51,12.02,26.61,34.89
Na1O6Sc1Si2,74553,mclc(1),mS40,20,4.94,7.57,22.92,1.95,9.33,3.33,5.51,19.16,6.32,5.39,5.97,7.61
Na1O6Si2Ti1,39194,mclc(1),mS40,20,2.90,4.82,7.31,11.98,9.87,4.98,9.76,14.87,8.68,6.39,7.48,12.17
Na1O6Si2Y1,171255,mcl,mP40,40,4.73,7.29,0.49,10.68,4.14,1.96,3.78,6.69,23.74,7.30,28.02,35.89
Na1O7P2Y1,83657,mcl,mP22,22,5.28,8.03,0.55,8.49,2.71,0.74,1.03,6.37,8.88,1.31,2.15,23.18
Na1O8Sb5,28494,tri(1b),aP28,28,2.68,4.52,2.56,2.31,4.78,1.15,2.64,10.56,7.22,5.12,7.85,8.69
Na1P1Zn1,61083,tet,tP6,6,0.92,2.15,0.90,2.27,0.49,0.01,0.73,0.73,2.83,0.32,4.09,4.09
Na1P1,14009,orc,oP16,16,0.89,2.10,0.71,1.08,0.97,0.29,0.89,1.72,1.58,0.61,1.84,2.28
Na1P2S6Sb1,155269,mcl,mP40,40,2.03,3.65,2.35,1.64,6.20,3.03,3.21,12.37,10.21,7.15,11.21,12.27
Na1S2Sb1,200597,mclc(5),mS16,8,0.91,2.14,0.18,0.37,2.01,0.04,2.95,3.06,0.15,0.04,0.21,0.21
Na1S2Sb1,2481,mclc(5),mS16,8,0.91,2.14,1.54,0.80,1.92,0.04,2.63,3.10,0.43,0.17,0.17,0.96
Na1S2Sb1,49016,mclc(1),mS16,8,0.45,1.52,0.04,0.06,0.81,0.13,0.16,2.13,0.65,0.20,0.70,1.05
Na1Sb1,26473,mcl,mP16,16,0.49,1.57,0.42,0.42,1.19,0.65,0.78,2.15,2.38,1.40,1.86,3.89
Na2O11Si4Zr1,6267,mclc(1),mS72,36,4.59,7.10,0.66,5.94,5.63,4.92,5.13,6.85,11.17,4.27,13.32,15.93
Na2O1S2Ti1,67886,mcl,mP24,24,2.76,4.63,3.10,2.44,10.26,4.87,9.53,16.39,7.62,6.06,6.69,10.10
Na2O2Pb1,21058,orc,oP40,40,2.40,4.14,7.53,9.05,11.23,7.77,10.01,15.91,8.06,6.36,7.57,10.26
Na2O2Zn1,404761,mcl,mP20,20,1.96,3.56,0.31,2.44,2.40,1.83,2.24,3.14,14.49,11.20,15.77,16.51
Na2O3Se1,89638,mcl,mP24,24,4.25,6.64,2.14,4.04,6.92,4.20,5.62,10.94,6.13,4.90,6.41,7.10
Na2O3Zn2,25617,mcl,mP14,14,1.81,3.36,0.29,1.39,0.23,0.12,0.16,0.41,5.26,4.80,5.20,5.77
Na2O3Zn2,404913,tet,tP28,28,1.94,3.52,0.30,2.90,1.37,0.82,0.82,2.48,9.97,7.25,11.33,11.33
Na2O4Se1,15816,orcf(1),oF56,14,3.33,5.40,0.54,4.61,1.12,0.87,1.12,1.36,7.08,3.60,7.98,9.68
Na2O4Te1,1108,orc,oP28,28,1.80,3.34,0.53,4.92,2.07,0.59,1.42,4.20,10.74,2.09,14.87,15.27
Na2O4W1,2133,fcc,cF56,14,4.87,7.47,0.54,4.57,14.19,14.19,14.19,14.19,11.12,11.12,11.12,11.12
Na2O5Si1Ti1,1533,tet,tP18,18,3.55,5.70,3.62,3.97,8.27,0.66,12.07,12.07,4.72,0.02,7.07,7.07
Na2O5Si1Ti1,82153,orc,oP36,36,3.75,5.96,2.55,6.84,7.59,5.17,8.65,8.96,13.69,1.20,3.17,36.71
Na2O6Si2Zn1,83427,mclc(3),mS44,22,3.95,6.23,0.47,2.46,3.28,2.24,3.74,3.86,7.75,2.49,9.69,11.07
Na2O7Sb4,914,mclc(5),mS52,26,3.07,5.04,0.75,2.08,3.28,2.28,3.45,4.11,5.24,4.71,5.41,5.62
Na2S1,56024,fcc,cF12,3,2.49,4.28,0.30,10.72,0.03,0.03,0.03,0.03,3.69,3.69,3.69,3.69
Na2S2,43407,hex,hP8,8,1.25,2.59,0.56,6.39,0.67,0.57,0.65,0.78,3.32,2.13,2.29,5.55
Na2Se1,54281,fcc,cF12,3,2.02,3.64,0.25,6.50,0.05,0.05,0.05,0.05,2.08,2.08,2.08,2.08
Na2Se3Sn1,300237,mcl,mP24,24,1.33,2.70,0.28,1.31,0.75,0.56,0.81,0.89,4.48,2.46,4.69,6.28
Na2Se3Zr1,412158,mclc(3),mS24,12,1.31,2.67,0.63,0.90,3.48,1.80,4.17,4.49,2.82,2.50,2.55,3.40
Na2Te1,60437,fcc,cF12,3,2.02,3.64,0.23,3.86,0.04,0.04,0.04,0.04,1.91,1.91,1.91,1.91
Na3O2Tl1,202028,orc,oP24,24,1.85,3.40,0.64,4.05,2.39,1.79,2.16,3.23,5.64,0.35,5.01,11.56
Na3O3Sb1,23346,bcc,cI56,28,3.09,5.08,2.22,29.90,17.62,17.62,17.62,17.62,15.73,15.73,15.73,15.73
Na3O4Sb1,10320,mcl,mP16,16,2.11,3.76,0.39,7.33,0.78,0.38,0.81,1.14,9.74,3.17,8.29,17.77
Na3S4Sb1,44707,bcc,cI16,8,1.91,3.48,0.43,1.36,2.95,2.53,2.63,3.68,1.60,1.57,1.60,1.62
Na3Sb1Se4,65141,bcc,cI16,8,1.00,2.26,0.57,1.10,0.07,0.07,0.07,0.07,1.29,1.27,1.30,1.31
Na3Sb1Te3,75513,cub,cP28,28,1.45,2.87,1.76,1.16,11.44,11.38,11.46,11.48,11.60,11.60,11.60,11.60
Na4O4Pb1,74859,tri(1b),aP18,18,1.31,2.69,0.41,4.18,1.49,0.76,1.01,2.71,7.37,6.42,7.48,8.20
Na4O4Sn1,202818,tri(1b),aP18,18,2.08,3.71,0.40,3.41,0.76,0.31,0.55,1.44,8.58,7.60,8.43,9.70
Na4O5Te1,202325,tri(1b),aP20,20,1.96,3.56,0.46,7.61,0.99,0.26,0.69,2.02,8.97,6.05,8.79,12.05
Na4P2Se6,415240,orcc,oS48,24,1.76,3.29,0.43,2.59,2.36,1.28,1.95,3.86,4.91,2.61,4.32,7.80
Na4Se4Si1,409726,orc,oP36,36,2.14,3.80,0.26,1.81,2.81,0.15,2.62,5.67,6.72,5.75,7.01,7.41
Na4Sn1Te4,37184,orc,oP36,36,0.97,2.22,2.68,5.50,3.82,1.70,4.50,5.26,6.68,0.77,6.13,13.14
Na6O5Pb1,21036,orcc,oS48,24,1.02,2.29,0.33,4.77,2.24,0.94,2.13,3.64,8.40,1.45,4.42,19.34
Nb1O4Sb1,20344,orc,oP24,24,2.71,4.57,2.20,2.69,9.28,3.61,10.36,13.86,5.98,4.58,6.46,6.90
Nb1O4Y1,20335,mclc(5),mS24,12,3.69,5.89,1.43,2.26,2.77,2.04,2.82,3.46,2.87,1.65,2.56,4.39
Nb1O5P1,24110,tet,tP14,14,3.31,5.38,3.34,2.66,7.18,1.67,9.94,9.94,9.50,6.67,6.67,15.16
Nb1O5P1,36626,orc,oP28,28,2.55,4.35,3.02,2.58,10.66,0.26,0.40,31.31,7.68,1.10,2.38,19.55
Nb1O5P1,51147,tet,tP14,14,3.22,5.25,2.86,2.24,8.02,1.38,11.33,11.33,7.13,5.38,5.38,10.64
Nb1O5P1,71549,orc,oP28,28,2.48,4.25,2.82,2.77,6.94,0.28,0.47,20.08,8.88,0.78,1.93,23.93
Nb2O11Te3,10034,orc,oP32,32,2.73,4.59,3.95,3.48,16.83,6.78,19.00,24.70,6.64,0.09,1.57,18.27
Nb2O13Se4,85668,mcl,mP38,38,0.16,1.12,3.82,7.13,6.05,3.48,4.31,10.35,7.14,0.64,2.45,18.33
Nb2O5,25765,mclc(1),mS14,7,1.64,3.12,2.91,1.64,0.47,0.02,0.68,0.72,1.87,0.08,1.65,3.88
Nb2O5,51176,mclc(1),mS14,7,2.12,3.77,1.25,1.68,2.02,0.78,2.23,3.05,0.74,0.19,0.51,1.53
Nb2O6Sn1,202827,mclc(1),mS36,18,1.89,3.47,1.56,36.30,7.00,3.72,7.66,9.61,1.90,1.59,1.66,2.46
Nb2O6Sr1,20348,mcl,mP36,36,2.96,4.90,2.67,9.22,8.38,3.02,7.53,14.59,19.12,11.86,16.84,28.66
Nb2O6Zn1,36290,orc,oP36,36,3.63,5.80,3.87,2.49,27.47,18.83,30.18,33.41,26.06,17.59,18.41,42.19
Nb2O9Zn4,98563,hex,hP30,30,3.16,5.17,0.77,1.64,3.62,3.56,3.64,3.65,12.52,6.05,13.26,18.24
Nb3Sb2Te5,417101,bcc,cI40,20,0.81,2.00,0.31,2.84,2.11,2.11,2.11,2.11,6.19,6.19,6.19,6.19
Ne1,24602,fcc,cF4,1,11.53,16.45,0.81,24.26,0.03,0.03,0.03,0.03,2.48,2.48,2.48,2.48
Ni1O2,88720,mclc(1),mS6,3,1.53,2.97,0.71,1.20,1.39,0.93,1.62,1.62,2.13,2.03,2.06,2.30
Ni1S2,40328,cub,cP12,12,0.05,0.97,8.85,0.77,0.54,0.54,0.54,0.54,1.58,1.58,1.58,1.58
Ni3Sb4Zr3,87995,bcc,cI40,20,0.28,1.30,0.39,0.43,1.82,1.82,1.82,1.82,11.36,11.36,11.36,11.36
O10P2Sn5,418458,tri(1b),aP34,34,2.71,4.56,1.33,3.63,2.93,0.04,4.02,4.72,6.97,4.55,5.02,11.35
O11Sr3Te4,56798,tri(1b),aP36,36,3.17,5.19,3.79,2.83,9.49,8.92,9.39,10.17,12.04,4.77,10.56,20.78
O12P4Tl4,2139,tet,tP40,40,3.46,5.58,0.55,1.51,7.17,4.43,5.63,11.44,5.35,2.27,6.82,6.96
O12Si4Sr4,32678,mcl,mP40,40,4.62,7.14,0.43,5.08,0.48,0.36,0.50,0.58,9.96,1.25,1.60,27.03
O14Si4Sr2Ti2,83362,orcc,oS44,22,3.64,5.82,6.21,4.29,10.71,0.22,2.32,29.59,8.34,4.39,10.30,10.32
O18Ti10,31399,tri(1b),aP28,28,1.21,2.54,2.27,12.18,302.44,30.26,40.49,836.57,1303.27,15.12,18.72,3875.95
O1Pb1,15402,orc,oP8,8,2.15,3.81,0.28,11.17,0.76,0.50,0.84,0.93,4.82,4.40,4.68,5.38
O1Pb1,15466,tet,tP4,4,1.60,3.06,0.41,2.38,0.17,0.12,0.19,0.19,0.77,0.51,0.51,1.30
O1Pb1,36250,orc,oP8,8,2.26,3.96,0.45,1.99,0.73,0.46,0.62,1.12,0.86,0.64,0.86,1.09
O1Rb2,77676,fcc,cF12,3,1.32,2.69,0.35,5.18,0.11,0.11,0.11,0.11,3.57,3.57,3.57,3.57
O1S1Zr1,36111,tet,tP6,6,0.80,1.99,0.46,0.78,0.25,0.13,0.31,0.31,0.48,0.38,0.53,0.53
O1S1Zr1,6166,cub,cP12,12,2.42,4.17,1.02,1.09,2.16,2.16,2.16,2.16,2.23,2.23,2.23,2.23
O1S2Sb2,68346,tri(1b),aP20,20,1.24,2.58,0.22,0.62,1.82,0.57,0.67,4.22,2.14,1.42,2.10,2.91
O1S2Y2,67503,mcl,mP20,20,2.56,4.36,1.11,1.26,6.07,2.08,6.53,9.59,4.42,1.83,2.95,8.50
O1Sn1,15516,tet,tP4,4,0.32,1.35,0.34,2.72,0.12,0.03,0.17,0.17,0.53,0.36,0.36,0.88
O1Sr1,26960,fcc,cF8,2,3.27,5.33,0.50,1.82,0.10,0.10,0.10,0.10,2.98,2.98,2.98,2.98
O1Tl2,77699,mclc(1),mS12,6,0.57,1.69,0.25,12.34,0.46,0.40,0.44,0.54,2.48,1.45,1.59,4.41
O1Yb1,77710,fcc,cF8,2,3.46,5.58,0.45,1.46,0.08,0.08,0.08,0.08,0.45,0.45,0.45,0.45
O1Zn1,647683,fcc,cF8,2,1.68,3.18,0.26,2.30,0.08,0.08,0.08,0.08,0.74,0.74,0.74,0.74
O2Pt1,4415,orc,oP6,6,0.85,2.06,8.85,2.92,2.14,1.56,2.11,2.75,3.22,1.05,2.09,6.52
O2Sb1,647389,orc,oP24,24,1.89,3.46,1.07,3.95,3.01,1.54,3.71,3.77,10.65,1.76,7.77,22.43
O2Se1,24022,tet,tP24,24,3.24,5.28,1.03,1.88,4.50,2.71,2.71,8.07,6.61,6.48,6.48,6.86
O2Se1,59714,orc,oP24,24,3.19,5.22,4.75,2.31,7.15,0.17,0.95,20.34,8.46,6.26,6.28,12.84
O2Se1,99464,orc,oP12,12,3.43,5.54,4.40,2.71,2.65,0.58,0.91,6.47,4.23,3.01,3.22,6.46
O2Se1,99465,orc,oP24,24,3.42,5.53,2.38,7.45,2.54,0.17,1.34,6.12,10.29,6.73,9.78,14.37
O2Si1,15321,orcc,oS24,12,5.58,8.43,0.55,5.98,0.68,0.24,0.76,1.05,4.38,3.15,4.17,5.82
O2Si1,44271,fcc,cF12,3,1.75,3.27,0.27,3.07,0.17,0.17,0.17,0.17,0.70,0.70,0.70,0.70
O2Si1,51702,orc,oP12,12,5.25,8.00,0.40,3.28,1.40,0.27,1.91,2.01,3.63,1.12,1.21,8.55
O2Si1,75657,mclc(4),mS24,12,5.49,8.31,0.55,5.40,0.33,0.22,0.37,0.41,4.60,3.51,4.09,6.20
O2Si1,75668,mcl,mP12,12,3.58,5.74,0.48,3.39,2.15,0.91,2.09,3.45,6.65,5.09,7.27,7.59
O2Si1,75669,mcl,mP12,12,2.79,4.67,0.56,6.67,1.75,1.15,1.56,2.53,9.47,8.54,9.20,10.66
O2Si1,9160,tet,tP6,6,5.01,7.67,0.45,1.26,0.28,0.16,0.35,0.35,0.48,0.40,0.52,0.52
O2Si1,9327,tet,tP12,12,5.51,8.34,0.55,1.81,2.21,1.04,2.80,2.80,4.79,3.38,3.38,7.61
O2Sn1,62199,orc,oP36,36,0.83,2.03,0.18,9.01,0.41,0.20,0.22,0.81,8.78,5.08,7.28,13.97
O2Te1,25706,tet,tP12,12,2.81,4.71,0.57,1.88,3.70,2.17,4.47,4.47,8.32,8.17,8.17,8.61
O2Te1,26844,orc,oP24,24,2.22,3.91,0.69,1.68,1.11,0.40,1.20,1.74,7.28,2.97,4.17,14.72
O2Te1,34423,orc,oP12,12,2.98,4.93,2.03,1.86,3.58,3.25,3.48,4.01,7.28,6.30,6.86,8.69
O2Te1,62897,tet,tP12,12,2.81,4.70,0.57,1.83,4.52,4.12,4.12,5.33,6.93,6.80,6.80,7.19
O2Ti1,15328,orc,oP12,12,2.82,4.71,2.04,2.23,13.75,13.11,13.99,14.14,4.11,4.00,4.08,4.25
O2Ti1,154035,mcl,mP12,12,2.48,4.26,2.96,3.67,5.20,3.60,5.67,6.32,3.57,0.64,3.23,6.85
O2Ti1,15409,orc,oP24,24,2.31,4.03,5.56,1.54,5.86,2.73,4.59,10.27,10.14,3.03,5.19,22.20
O2Ti1,41056,mclc(1),mS24,12,3.11,5.11,4.10,3.36,4.96,3.53,4.12,7.24,6.02,5.12,6.31,6.63
O2Ti1,657748,mcl,mP12,12,1.88,3.45,3.72,7.89,3.33,0.23,0.30,9.46,4.70,2.24,4.31,7.56
O2Ti1,9161,tet,tP6,6,2.26,3.96,1.85,2.12,4.08,3.50,3.50,5.22,0.67,0.50,0.76,0.76
O2V1,1504,tet,tP6,6,0.73,1.90,1.11,1.10,3.33,2.61,2.61,4.77,6.65,4.47,4.47,11.01
O2V1,15889,orcc,oS24,12,0.68,1.83,1.05,2.01,12.52,10.77,11.86,14.94,10.17,5.88,10.41,14.22
O2V1,199,mclc(1),mS24,12,0.19,1.16,2.38,1.22,1.84,1.03,1.70,2.80,5.46,0.63,6.75,9.01
O2W1,74774,orc,oP36,36,0.87,2.08,3.13,4.03,7.91,3.75,6.49,13.50,17.93,3.21,22.53,28.04
O2Zn1,60763,cub,cP12,12,2.75,4.62,0.77,2.06,11.40,11.26,11.47,11.48,4.35,4.33,4.36,4.37
O2Zr1,15983,mcl,mP12,12,3.56,5.71,6.73,5.00,2.87,1.59,2.46,4.55,3.07,0.57,4.28,4.37
O2Zr1,53998,fcc,cF12,3,3.12,5.12,1.01,2.87,0.44,0.44,0.44,0.44,0.61,0.61,0.61,0.61
O2Zr1,56696,orc,oP12,12,2.83,4.74,4.81,1.79,1.11,0.45,1.24,1.63,6.41,4.40,5.63,9.20
O2Zr1,9993,tet,tP6,6,3.90,6.17,0.98,1.84,0.49,0.11,0.67,0.67,5.44,4.39,4.39,7.56
O2,18311,mclc(1),mS4,2,1.39,2.78,3.16,6.53,0.36,0.09,0.31,0.69,2.66,2.01,2.39,3.58
O3Pb1S1,30993,mcl,mP10,10,3.23,5.27,0.64,7.13,0.51,0.15,0.42,0.95,1.15,0.52,1.30,1.63
O3Pb1S1,35360,orc,oP20,20,3.64,5.82,0.95,4.56,9.95,6.70,8.28,14.89,10.06,8.00,10.58,11.60
O3Pb1Se1,1271,mcl,mP10,10,2.86,4.77,0.48,4.77,1.01,0.12,1.25,1.64,1.78,0.73,2.05,2.56
O3Pb1Sr1,4121,orc,oP20,20,0.79,1.97,0.71,3.08,1.57,0.19,0.58,3.93,13.91,11.09,13.66,16.99
O3Pb1Te1,61343,tet,tP20,20,2.67,4.52,0.68,2.89,3.29,2.46,3.70,3.70,13.56,5.91,17.38,17.38
O3Pb1Ti1,153406,cub,cP5,5,2.18,3.85,6.10,0.77,2.73,2.73,2.73,2.73,0.43,0.43,0.43,0.43
O3Pb1Ti1,1610,tet,tP5,5,2.20,3.88,38.34,0.79,0.82,0.01,1.23,1.23,0.30,0.09,0.40,0.41
O3Pb1Ti1,1613,cub,cP5,5,1.61,3.09,11.03,0.69,4.71,4.70,4.71,4.71,0.62,0.54,0.64,0.67
